1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,expected
0.85034,42.5,0,0,0.14966,0,0,0,0,1.462585,0.6,0.2,0.01199,0,0,50,66.84355
0.8,42.5,0,0,0.2,0,0,0,0,1.448,0.6,0.2,0.012,0,0,50,69.71829
0.750188,42.5,0,0,0.249812,0,0,0,0,1.432858,0.6,0.2,0.012003,0,0,50,65.0037
0.8,42.5,0,0,0.2,0,0,0,0,1.504,0.6,0.18,0.012,0,0,50,72.91058
0.8,42.5,0,0,0.2,0,0,0,0,1.4,0.6,0.22,0.012,0,0,50,64.88655
0.8,42.5,0,0,0.2,0,0,0,0,1.44,0.6,0.2,0.014,0,0,50,71.12197
0.8,42.5,0,0,0.2,0,0,0,0,1.456,0.6,0.2,0.01,0,0,50,68.66136
0.85034,42.5,0,0,0.14966,0,0,0,0,1.173469,0.6,0.2,0.01199,0,0,50,72.96662
0.8,42.5,0,0,0.2,0,0,0,0,1.16,0.6,0.2,0.012,0,0,50,73.62831
0.750188,42.5,0,0,0.249812,0,0,0,0,1.140285,0.6,0.2,0.012003,0,0,50,68.59751
0.85034,42.5,0,0,0.14966,0,0,0,0,1.22449,0.6,0.18,0.01199,0,0,50,75.56832
0.85034,42.5,0,0,0.14966,0,0,0,0,1.122449,0.6,0.22,0.01199,0,0,50,69.62992
0.85034,42.5,0,0,0.14966,0,0,0,0,1.173469,0.6,0.2,0.014031,0,0,50,74.12621
0.85034,42.5,0,0,0.14966,0,0,0,0,1.181973,0.6,0.2,0.010034,0,0,50,70.62345
1,42.5,0,0,0,0,0,0,0,1.839125,2.5,0.2,0.027,0,0,50,108.8642
0.995,42.5,0,0,0,0,0.005,0,0,1.826375,2.5,0.2,0.0315,0,0,50,110.7324
0.99,42.5,0,0,0,0,0.01,0,0,1.8135,2.5,0.2,0.036,0,0,50,116.9829
0.98,42.5,0,0,0,0,0.02,0,0,1.78775,2.5,0.2,0.045,0,0,50,120.3118
0.97,42.5,0,0,0,0,0.03,0,0,1.762125,2.5,0.2,0.054,0,0,50,114.0419
0.9,42.5,0,0,0.1,0,0,0,0,1.778625,2.5,0.2,0.037,0,0,50,120.9875
0.895,42.5,0,0,0.1,0,0.005,0,0,1.7645,2.5,0.2,0.042,0,0,50,125.1727
0.89,42.5,0,0,0.1,0,0.01,0,0,1.750375,2.5,0.2,0.047,0,0,50,130.1614
0.88,42.5,0,0,0.1,0,0.02,0,0,1.72475,2.5,0.2,0.056,0,0,50,131.9343
0.87,43.5,0,0,0.1,0,0.03,0,0,1.699,2.5,0.2,0.065,0,0,50,127.4349
0.800216,52.5,0,0,0.199784,0,0,0,0.279698,0.88013,0.85,0.199784,0.009719,2,65,50,161.0738
0.800216,52.5,0,0,0.199784,0,0,0.209773,0.069924,0.88013,0.85,0.199784,0.009719,2,65,50,148.2775
0.800216,52.5,0,0,0.199784,0,0,0.139849,0.139849,0.88013,0.85,0.199784,0.009719,2,65,50,150.7354
0.800216,52.5,0,0,0.199784,0,0,0.069924,0.209773,0.88013,0.85,0.199784,0.009719,2,65,50,146.7526
0.800216,52.5,0,0,0.199784,0,0,0.279698,0,0.88013,0.85,0.199784,0.009719,2,65,50,143.7861
0.75,42.5,0,0,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2,65,40,149.2805
0.599811,42.5,0,0.150426,0.249763,0,0,0,0,0.999054,2.36,0.163671,0.019962,2,65,40,142.0751
0.449811,42.5,0,0.300189,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2,65,40,144.373
0.300189,42.5,0,0.449811,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2,65,40,138.8447
0.599811,42.5,0.150426,0,0.249763,0,0,0,0,0.999054,2.36,0.163671,0.019962,2,65,40,139.0343
0.449811,42.5,0.300189,0,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2,65,40,144.6861
0.300189,42.5,0.449811,0,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2,65,40,146.4245
0.8,52.5,0,0,0.2,0,0,0,0.319797,0.88,2.36,0.175635,0.03032,2.5,81.25,70,180.28
0.8,52.5,0,0,0.2,0,0,0,0.319797,0.88,2.36,0.175635,0.03032,2,81.25,70,170.29
0.8,52.5,0,0,0.2,0,0,0,0.319797,0.88,2.36,0.175635,0.03032,2.5,37.5,70,178.7
0.8,52.5,0,0,0.2,0,0,0,0.319797,0.88,2.36,0.175635,0.03032,2,37.5,70,164
0.8,52.5,0,0,0.2,0,0,0,0.319797,0.88,2.36,0.175635,0.03032,0,0,70,132
0.768786,42.5,0,0,0.231214,0,0,0,0,1.514451,0.8,0.20578,0.02659,0,0,100,149.8
0.768939,42.5,0,0,0.231061,0,0,0,0,2.013889,5,0.205808,0.026641,0,0,100,160.7
0.754717,42.5,0,0,0.245283,0,0,0,0.245283,1.081761,2.36,0.195058,0.054913,2,65,40,111.6951
0.8,52.5,0,0,0.2,0,0,0,0.211,1.136,0.8,0.176,0.039,0,0,100,148
0.755319,42.5,0,0,0.244681,0,0,0,0.223404,1.085106,2,0.117021,0.032979,2,65,40,134
0.4,52.5,0.25,0.25,0.1,0,0,0,0,1.2,2.5,0.15,0.02,0,0,40,141.4758
0.4,52.5,0.25,0.25,0.1,0,0,0,0,1.2,2.5,0.15,0.02,3,74.28571,40,169.4656
0.4,52.5,0.25,0.25,0.1,0,0,0,0,1.2,2.5,0.15,0.02,4,74.28571,40,182.1883
0.655652,52.5,0.266087,0,0.078261,0,0,0,0,0.826957,1.25,0.172174,0.028696,2,65,40,150.8788
0.655652,52.5,0.266087,0,0.062609,0.015652,0,0,0,0.826957,1.25,0.172174,0.028696,2,65,40,154.7364
0.655652,52.5,0.266087,0,0.046957,0.031304,0,0,0,0.826957,1.25,0.172174,0.028696,2,65,40,158.9105
0.655652,52.5,0.266087,0,0.031304,0.046957,0,0,0,0.826957,1.25,0.172174,0.028696,2,65,40,157.0764
0.655652,52.5,0.266087,0,0.015652,0.062609,0,0,0,0.826957,1.25,0.172174,0.028696,2,65,40,155.243
0.655652,52.5,0.266087,0,0,0.078261,0,0,0,0.826957,1.25,0.172174,0.028696,2,65,40,155.3057
0.825104,52.5,0,0,0.174896,0,0,0,0.205809,1.007261,0.5,0.195,0.025,0,0,100,216.66
0.825105,52.5,0,0,0.174895,0,0,0,0.205805,1.007267,0.5,0.195,0.025002,1.5,74.28571,100,211.69
0.825105,52.5,0,0,0.174895,0,0,0,0.205805,1.007267,0.5,0.195,0.025002,1.5,80,100,202.86
0.825104,52.5,0,0,0.174896,0,0,0,0.205813,1.007261,0.5,0.195001,0.025003,3,74.28571,100,205.19
0.825104,52.5,0,0,0.174896,0,0,0,0.205813,1.007261,0.5,0.195001,0.025003,3,80,100,207.62
0.757576,52.5,0.126263,0,0.116162,0,0,0,0,1.115152,5,0.181818,0.025253,0,0,40,125
0.747899,52.5,0.131303,0,0.120798,0,0,0,0,1.19958,5,0.189076,0.026261,0,0,40,125
0.737705,52.5,0.136612,0,0.125683,0,0,0,0,1.288525,5,0.196721,0.027322,0,0,40,118
0.72634,52.5,0.142531,0,0.131129,0,0,0,0,1.387685,5,0.205245,0.028506,0,0,40,118
0.757576,52.5,0.126263,0,0.116162,0,0,0,0,1.115152,5,0.181818,0.025253,0,0,40,128
0.757576,52.5,0.126263,0,0.116162,0,0,0,0,1.114141,5,0.181818,0.025253,0,0,40,124
0.757576,52.5,0.126263,0,0.116162,0,0,0,0,1.122222,5,0.181818,0.025253,0,0,40,116
0.737705,52.5,0.136612,0,0.125683,0,0,0,0,1.287432,5,0.196721,0.027322,0,0,40,128
0.72634,52.5,0.142531,0,0.131129,0,0,0,0,1.395667,5,0.205245,0.028506,0,0,40,110
0.781977,52.5,0,0,0.218023,0,0,0,0.235465,0.94186,5,0.189922,0.012597,0,0,40,204
0.755037,52.5,0,0,0.244963,0,0,0,0.223754,1.081654,5,0.115589,0.032556,0.02,65,40,138
0.670112,52.5,0.162791,0,0.167097,0,0,0,0,1.004307,5,0.159871,0.024117,0,0,40,185
0.669929,52.5,0.162811,0,0.16726,0,0,0,0,1.004448,5,0.152028,0.024021,0,0,40,166
0.669964,52.5,0.16277,0,0.167266,0,0,0,0,1.005396,5,0.160917,0.024281,0,0,40,162
0.669683,52.5,0.162896,0,0.167421,0,0,0,0,1.004525,5,0.156733,0.024434,0,0,40,200
0.670112,52.5,0.162791,0,0.167097,0,0,0,0,1.005168,5,0.147588,0.024117,0,0,40,181
0.669611,52.5,0.162544,0,0.167845,0,0,0,0,1.0053,5,0.150353,0.024735,0,0,40,155
0.669964,52.5,0.16277,0,0.167266,0,0,0,0,1.005396,5,0.160917,0.024281,0,0,40,159
0.90004,52.5,0,0,0.09996,0,0,0,0,0.426612,5,0.09996,0.019953,0,0,40,136.4
0.901585,52.5,0,0,0.098415,0,0,0,0,0.427345,5,0.098415,0.019987,0.006637,65,40,137.9
0.833333,52.5,0,0,0.166667,0,0,0,0,0.394994,5,0.166667,0.018474,0.013273,65,40,140.8
0.833333,52.5,0,0,0.166667,0,0,0,0,0.394994,5,0.166667,0.018474,0.01991,65,40,155.3
0.854245,52.5,0,0,0.145755,0,0,0,0,0.16551,5,0.145755,0.020406,0,0,40,135
0.854245,52.5,0,0,0.145755,0,0,0,0,0.16551,5,0.145755,0.020406,0.006639,65,40,135.9
0.833333,52.5,0,0,0.166667,0,0,0,0,0.161458,5,0.166667,0.019906,0.013283,65,40,143.2
0.833333,52.5,0,0,0.166667,0,0,0,0,0.161458,5,0.166667,0.019906,0.019932,65,40,145.7
0.833333,52.5,0,0,0.166667,0,0,0,0,0.161458,5,0.166667,0.040219,0,0,40,124.1
0.833333,52.5,0,0,0.166667,0,0,0,0,0.161458,5,0.166667,0.040219,0.006736,65,40,128.3
0.833333,52.5,0,0,0.166667,0,0,0,0,0.161458,5,0.166667,0.040219,0.013473,65,40,127.6
0.833333,52.5,0,0,0.166667,0,0,0,0,0.161458,5,0.166667,0.04074,0.020209,65,40,144.1
0.833333,52.5,0,0,0.166667,0,0,0,0,0.152083,5,0.166667,0.018422,0,0,40,135.5
0.833333,52.5,0,0,0.166667,0,0,0,0,0.152083,5,0.166667,0.018943,0.006583,65,40,146.8
0.833333,52.5,0,0,0.166667,0,0,0,0,0.152083,5,0.166667,0.019464,0.013166,65,40,144.7
0.833333,52.5,0,0,0.166667,0,0,0,0,0.152083,5,0.166667,0.019984,0.019749,65,40,162.4
0.750229,52.5,0,0,0.249771,0,0,0,0,0.642269,5,0.200366,0.059469,0.020128,65,40,108
0.750229,52.5,0,0,0.249771,0,0,0,0,0.570906,5,0.200366,0.059469,0.020128,65,40,95
0.77037,52.5,0,0,0.22963,0,0,0,0,0.592593,5,0.177778,0.034773,0,0,40,140
0.77037,52.5,0,0,0.22963,0,0,0,0,0.592593,5,0.177778,0.034773,0,0,40,165
0.77037,52.5,0,0,0.22963,0,0,0,0,0.592593,5,0.177778,0.034773,0.006128,65,40,195
0.77037,52.5,0,0,0.22963,0,0,0,0,0.592593,5,0.177778,0.034773,0,0,40,140
0.77037,52.5,0,0,0.22963,0,0,0,0,0.592593,5,0.177778,0.034773,0.006128,65,40,165
0.77037,52.5,0,0,0.22963,0,0,0,0,0.592593,5,0.177778,0.034773,0.006128,65,40,210
0.755319,52.5,0,0,0.244681,0,0,0,0.223404,1.085106,5,0.117021,0.031915,0.02,65,40,119
0.793924,52.5,0,0,0.206076,0,0,0,0,0.554187,5,0.200328,0.028736,0.055128,65,40,128
0.892857,52.5,0,0,0.107143,0,0,0,0,0,5,0.172293,0.013393,0,0,40,115
0.75188,52.5,0,0,0.24812,0,0,0,0,0,5,0.225564,0.059398,0,0,40,210
0.806452,52.5,0,0,0.193548,0,0,0,0,0,5,0.189516,0.032258,0,0,40,162
0.869565,52.5,0,0,0.130435,0,0,0,0,0,5,0.216601,0.026087,0,0,40,142
0.763359,52.5,0,0,0.236641,0,0,0,0,0,5,0.134467,0.042748,0,0,40,217
0.819672,52.5,0,0,0.180328,0,0,0,0,0,5,0.191448,0.035246,0,0,40,178
0.842105,52.5,0,0,0.157895,0,0,0,0.789474,0,5,0.242105,0.026316,0.002564,65,40,119
0.799976,52.5,0,0,0.200024,0,0,0,0.200024,0,5,0.153271,0.028799,0,0,40,171
0.792453,52.5,0,0,0.207547,0,0,0,0.550943,0,5,0.143396,0.026415,0.060256,65,40,175
0.846649,52.5,0,0,0.153351,0,0,0,0.53866,1.354381,5,0.238402,0.238402,0.020128,65,40,150.56
0.846649,52.5,0,0,0.153351,0,0,0,0.53866,1.354381,5,0.238402,0.238402,0,0,40,121.32
0.799961,52.5,0,0,0.200039,0,0,0,0.200039,1.138443,5,0.157532,0.02883,0,0,40,204
0.799794,52.5,0,0,0.200206,0,0,0,0,1.25903,5,0.170279,0.01032,0,0,40,170
0.917381,52.5,0,0,0.082619,0,0,0,0,0,5,0.190479,0,0.001615,65,40,188
0.925926,52.5,0,0,0.074074,0,0,0,0,0,5,0.185185,0,0.001045,65,40,194
0.497194,52.5,0.502806,0,0,0,0,0,0,1.927048,5,0.255892,0.000449,0,0,40,171
0.869565,52.5,0,0,0.130435,0,0,0,0,1.249855,5,0.243478,0,0,0,40,185
0.857124,42.5,0,0,0,0.142876,0,0.428498,0,1.428498,0.95,0.282851,0.010003,0,0,40,94.42935
0.785724,42.5,0,0,0,0.214276,0,0.428553,0,1.428682,0.95,0.28286,0.014289,0,0,40,94.75405
0.714249,42.5,0,0,0,0.285751,0,0.428498,0,1.428498,0.95,0.2857,0.035712,0,0,40,82.02384
0.806433,52.5,0,0,0.193567,0,0,0,0.23319,1.048363,0.6,0.222002,0.041953,2.49,400,40,148.2535
0.770001,52.5,0,0.229999,0,0,0,0,0.222655,1.001001,0.6,0.211973,0.040058,2.49,400,40,145.6764
0.7914,52.5,0,0.094579,0.114021,0,0,0,0.228843,1.02882,0.6,0.217864,0.041171,2.49,400,40,133.0412
0.779279,52.5,0.220721,0,0,0,0,0,0.225338,1.013063,0.6,0.214527,0.040541,2.49,400,40,134.7268
0.795311,52.5,0.090105,0,0.114585,0,0,0,0.229974,1.033904,0.6,0.21894,0.041375,2.49,400,40,149.368
0.854701,42.5,0,0,0,0.145299,0,0,0,1.757317,5,0.25641,0.018001,0,0,100,126
0.854701,42.5,0,0,0,0.145299,0,0,0,1.223975,5,0.25641,0.022682,0,0,100,114
0.854701,42.5,0,0,0,0.145299,0,0,0,1.069394,5,0.25641,0.006817,0,0,100,108
0.8,42.5,0,0,0.064,0.136,0,0,0,1.589333,5,0.24,0.0248,0,0,100,131
0.8,42.5,0,0,0.064,0.136,0,0,0,1.17,5,0.24,0.013556,0,0,100,124
0.8,42.5,0,0,0.064,0.136,0,0,0,1.01641,5,0.24,0.014769,0,0,100,110
0.8,42.5,0,0,0.064,0.136,0,0,0,0.879048,5,0.24,0.018762,0,0,100,108
0.799815,42.5,0,0,0.200185,0,0,0,0,0.855422,2.36,0.164041,0.018536,2,65,40,142.8593
0.599629,42.5,0,0.200185,0.200185,0,0,0,0,0.855422,2.36,0.164041,0.018536,2,65,40,157.6588
0.599629,42.5,0.200185,0,0.200185,0,0,0,0,0.855422,2.36,0.164041,0.018536,2,65,40,157.1449
0.4,42.5,0.2,0.2,0.2,0,0,0,0,0.85463,2.36,0.163889,0.018519,2,65,40,155.0191
0.789766,42.5,0,0,0.200222,0,0.010011,0,0,0.85558,2.36,0.164071,0.018539,2,65,40,155.066
0.863345,42.5,0,0,0.123335,0,0.01332,0.24667,0.185002,1.048347,1.25,0.197336,0.0222,2,59.09091,100,153.4382
0.74001,42.5,0,0.123335,0.123335,0,0.01332,0.24667,0.185002,1.048347,1.25,0.197336,0.0222,2,59.09091,100,144.8878
0.678342,42.5,0,0.185002,0.123335,0,0.01332,0.24667,0.185002,1.048347,1.25,0.197336,0.0222,2,59.09091,100,143.0517
0.616675,42.5,0,0.24667,0.123335,0,0.01332,0.24667,0.185002,1.048347,1.25,0.197336,0.0222,2,59.09091,100,133.1566
0.85718,42.5,0,0,0.128899,0,0.013921,0.257798,0.193349,1.095643,1.25,0.206239,0.023202,2,59.09091,100,147.1709
0.663831,42.5,0,0.193349,0.128899,0,0.013921,0.257798,0.193349,1.095643,1.25,0.206239,0.023202,2,59.09091,100,142.6485
0.654478,42.5,0,0.198728,0.132485,0,0.014308,0.264971,0.198728,1.126126,1.25,0.211977,0.023847,2,59.09091,100,134.9023
0.75,42.5,0,0,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2.16,66.66667,40,149.7196
0.599811,42.5,0,0.150426,0.249763,0,0,0,0,0.999054,2.36,0.163671,0.019962,2.16,66.66667,40,141.9478
0.449811,42.5,0,0.300189,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2.16,66.66667,40,143.9532
0.300189,42.5,0,0.449811,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2.16,66.66667,40,138.0617
0.599811,42.5,0.150426,0,0.249763,0,0,0,0,0.999054,2.36,0.163671,0.019962,2.16,66.66667,40,138.0191
0.449811,42.5,0.300189,0,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2.16,66.66667,40,144.1441
0.300189,42.5,0.449811,0,0.25,0,0,0,0,1,2.36,0.163826,0.019981,2.16,66.66667,40,144.6441
0.8,52.5,0,0,0.2,0,0,0,0,0.880193,0.4,0.217005,0.025507,0,0,40,98
0.800391,52.5,0,0,0.199609,0,0,0,0,0.879648,0.4,0.217025,0.02544,2.277778,81.25,40,192
0.800441,52.5,0,0,0.199559,0,0,0,0,1.189636,0.4,0.217089,0.025469,0,0,40,119
0.800695,52.5,0,0,0.199305,0,0,0,0,1.199305,0.4,0.217034,0.025492,1.916667,81.25,40,155
0.8,52.5,0,0,0,0.2,0,0,0,0.880193,0.4,0.217005,0.025507,0,0,40,109
0.8,52.5,0,0,0,0.2,0,0,0,0.879612,0.4,0.216893,0.025437,2.291667,81.25,40,161
0.800441,52.5,0,0,0,0.199559,0,0,0,1.189636,0.4,0.217089,0.025469,0,0,40,120
0.800695,52.5,0,0,0,0.199305,0,0,0,1.199305,0.4,0.217034,0.025492,1.916667,81.25,40,146
0.833333,52.5,0,0,0.166667,0,0,0,0.25,1,2,0.191667,0.029167,0,0,75,151
